index,x,y,yaw,dir
0,14.375,14.875,-2.4981,1
1,10.6343,12.8782,-1.64553,1
2,10.1655,11.8898,-2.4406,1
3,8.85298,10.8128,-2.35721,1
4,6.44492,8.40234,-2.37396,1
5,3.57719,6.0763,-2.30624,1
