index,x,y,yaw,dir
0,13.375,11.875,-2.36883,1
1,9.56541,6.68492,-2.85277,1
2,3.93503,7.88371,1.85081,1
3,3.39546,13.9534,1.54557,1
4,3.1219,15.1235,2.33543,1
