index,x,y,yaw,dir
0,3.625,15.125,-0.986349,1
1,4.10749,14.3956,-0.986418,1
2,5.66229,12.0452,-0.985174,1
3,6.91966,10.2615,-0.920239,1
4,8.14087,8.63958,-0.946779,1
