label,mode,weight,kernel,strength,min_conf,gate_threshold,gate_low_scale,expanded_nodes,search_time_ms,end_to_end_ms,path_length_m,path_points,delta_vs_baseline
learned_spike,learned_spike,0.2,5,0.5,0.2,0.0,1.0,2367,62.58140899990394,510.01904900022055,49.14213562373098,181,-464
learned_spike,learned_spike,0.2,5,0.5,0.05,0.0,1.0,2367,63.26795699987997,510.7055970001966,49.14213562373098,181,-464
learned_spike,learned_spike,0.2,5,0.5,0.1,0.0,1.0,2367,64.96433000029356,512.4019700006102,49.14213562373098,181,-464
learned_spike_safe,learned_spike_safe,0.2,5,0.75,0.05,0.15,0.5,2368,60.35562899978686,507.79326900010346,49.14213562373098,181,-463
learned_spike_safe,learned_spike_safe,0.2,5,0.75,0.2,0.15,0.5,2368,63.88416200024949,511.3218020005661,49.14213562373098,181,-463
learned_spike_safe,learned_spike_safe,0.2,5,0.75,0.2,0.2,0.5,2368,64.01039699994726,511.44803700026387,49.14213562373098,181,-463
learned_spike_safe,learned_spike_safe,0.2,5,0.75,0.1,0.2,0.5,2368,64.76320000001579,512.2008400003324,49.14213562373098,181,-463
learned_spike_safe,learned_spike_safe,0.2,5,0.75,0.1,0.15,0.5,2368,64.9735380002312,512.4111780005478,49.14213562373098,181,-463
learned_spike_safe,learned_spike_safe,0.2,5,0.75,0.05,0.2,0.5,2368,81.38499100004992,528.8226310003665,49.14213562373098,181,-463
learned,learned,0.2,0,0.0,0.0,0.0,1.0,2374,66.96305300010863,514.4006930004252,49.14213562373098,181,-457
none,none,0.15,0,0.0,0.0,0.0,1.0,2375,72.55453599918837,519.992175999505,49.14213562373098,181,-456
learned_spike,learned_spike,0.25,5,1.0,0.2,0.0,1.0,2384,73.54514599956019,520.9827859998768,49.14213562373098,181,-447
learned_spike,learned_spike,0.25,5,1.0,0.05,0.0,1.0,2384,77.36566000039602,524.8033000007126,49.14213562373098,181,-447
learned_spike,learned_spike,0.25,5,1.0,0.1,0.0,1.0,2384,79.00027499999851,526.4379150003151,49.14213562373098,181,-447
learned_spike,learned_spike,0.2,3,0.5,0.1,0.0,1.0,2386,63.72964099955425,511.16728099987085,49.14213562373098,181,-445
learned_spike,learned_spike,0.2,3,0.5,0.05,0.0,1.0,2386,64.30176300000312,511.7394030003197,49.14213562373098,181,-445
learned_spike,learned_spike,0.2,3,0.5,0.2,0.0,1.0,2386,67.39189000018087,514.8295300004975,49.14213562373098,181,-445
learned_spike,learned_spike,0.2,3,0.75,0.05,0.0,1.0,2387,67.09826299993438,514.535903000251,49.14213562373098,181,-444
none,none,0.2,0,0.0,0.0,0.0,1.0,2387,68.98154300051829,516.4191830008349,49.14213562373098,181,-444
learned_spike,learned_spike,0.2,3,0.75,0.1,0.0,1.0,2387,71.5448760001891,518.9825160005057,49.14213562373098,181,-444
learned_spike,learned_spike,0.25,5,0.5,0.2,0.0,1.0,2387,71.94300499941164,519.3806449997282,49.14213562373098,181,-444
learned_spike,learned_spike,0.2,3,0.75,0.2,0.0,1.0,2387,72.8538680004931,520.2915080008097,49.14213562373098,181,-444
learned_spike,learned_spike,0.25,5,0.5,0.05,0.0,1.0,2387,82.52730599997449,529.9649460002911,49.14213562373098,181,-444
learned_spike,learned_spike,0.25,5,0.5,0.1,0.0,1.0,2387,85.21268099957524,532.6503209998918,49.14213562373098,181,-444
learned_spike,learned_spike,0.25,5,0.75,0.2,0.0,1.0,2389,66.76486899959855,514.2025089999152,49.14213562373098,181,-442
learned_spike,learned_spike,0.25,5,0.75,0.05,0.0,1.0,2389,67.59320899982413,515.0308490001407,49.14213562373098,181,-442
learned_spike,learned_spike,0.25,5,0.75,0.1,0.0,1.0,2389,83.60871500008216,531.0463550003988,49.14213562373098,181,-442
learned_spike,learned_spike,0.25,3,0.5,0.1,0.0,1.0,2391,64.99997199989593,512.4376120002125,49.14213562373098,181,-440
learned_spike,learned_spike,0.25,3,0.5,0.2,0.0,1.0,2391,74.89307500054565,522.3307150008623,49.14213562373098,181,-440
learned_spike,learned_spike,0.25,3,0.5,0.05,0.0,1.0,2391,76.72942199951649,524.1670619998331,49.14213562373098,181,-440
learned_spike,learned_spike,0.25,3,0.75,0.05,0.0,1.0,2392,70.40477100053977,517.8424110008564,49.14213562373098,181,-439
learned_spike,learned_spike,0.25,3,0.75,0.2,0.0,1.0,2392,73.65547800054628,521.0931180008629,49.14213562373098,181,-439
learned_spike,learned_spike,0.25,3,0.75,0.1,0.0,1.0,2392,77.56359899940435,525.001238999721,49.14213562373098,181,-439
learned_spike,learned_spike,0.2,3,1.0,0.1,0.0,1.0,2394,64.60860500010313,512.0462450004197,49.14213562373098,181,-437
learned_spike,learned_spike,0.2,3,1.0,0.2,0.0,1.0,2394,66.38618300075905,513.8238230010757,49.14213562373098,181,-437
learned_spike,learned_spike,0.2,3,1.0,0.05,0.0,1.0,2394,73.28548500026955,520.7231250005862,49.14213562373098,181,-437
learned_spike_safe,learned_spike_safe,0.2,5,0.5,0.1,0.2,0.5,2395,68.1700200002524,515.607660000569,49.14213562373098,181,-436
learned_spike_safe,learned_spike_safe,0.2,5,0.5,0.1,0.15,0.5,2395,68.833115000416,516.2707550007326,49.14213562373098,181,-436
learned_spike_safe,learned_spike_safe,0.2,5,0.5,0.05,0.15,0.5,2395,68.95074600015505,516.3883860004717,49.14213562373098,181,-436
learned_spike_safe,learned_spike_safe,0.2,5,0.5,0.05,0.2,0.5,2395,70.62692399995285,518.0645640002695,49.14213562373098,181,-436
learned_spike_safe,learned_spike_safe,0.2,5,0.5,0.2,0.15,0.5,2395,73.40767700043216,520.8453170007488,49.14213562373098,181,-436
learned_spike_safe,learned_spike_safe,0.2,5,0.5,0.2,0.2,0.5,2395,79.28251500015904,526.7201550004756,49.14213562373098,181,-436
learned_spike,learned_spike,0.25,3,1.0,0.2,0.0,1.0,2399,67.28789299995697,514.7255330002736,49.14213562373098,181,-432
learned_spike,learned_spike,0.25,3,1.0,0.1,0.0,1.0,2399,68.39674499951798,515.8343849998346,49.14213562373098,181,-432
learned_spike,learned_spike,0.25,3,1.0,0.05,0.0,1.0,2399,71.61631399958424,519.0539539999008,49.14213562373098,181,-432
learned_spike_safe,learned_spike_safe,0.25,5,1.0,0.05,0.15,0.5,2403,67.14563100013038,514.583271000447,49.14213562373098,181,-428
learned_spike_safe,learned_spike_safe,0.25,5,1.0,0.1,0.15,0.5,2403,67.46585500059155,514.9034950009082,49.14213562373098,181,-428
learned_spike_safe,learned_spike_safe,0.25,5,1.0,0.05,0.2,0.5,2403,69.7178199998234,517.15546000014,49.14213562373098,181,-428
learned_spike_safe,learned_spike_safe,0.25,5,1.0,0.2,0.2,0.5,2403,75.9022760003063,523.3399160006229,49.14213562373098,181,-428
learned_spike_safe,learned_spike_safe,0.25,5,1.0,0.2,0.15,0.5,2403,75.98584500010475,523.4234850004214,49.14213562373098,181,-428
learned_spike_safe,learned_spike_safe,0.25,5,1.0,0.1,0.2,0.5,2403,78.15388499966502,525.5915249999816,49.14213562373098,181,-428
