label,expanded_nodes,time_ms,path_length_m,success
传统A*,5073,119.56287599969073,49.14213562373096,True
改进A*,2831,68.08660600017902,49.142135623730965,True
贪心搜索,211,4.5115330003682175,52.85965004500318,True
Dijkstra,20210,471.1539720001383,49.14213562373096,True
本文方法64×64,676,769.4961509987479,49.14213562373098,True
