index,x,y,yaw,dir
0,5.625,0.625,0.978274,1
1,7.07116,4.55204,1.77594,1
2,6.18778,5.5254,2.63501,1
3,3.39426,7.1455,1.69957,1
4,4.77033,12.9367,0.944152,1
