global_index,local_index,x,y,yaw,dir
0,0,3.625,15.125,-1.03883,1
1,1,3.66898,15.0503,-1.03852,1
2,2,3.71298,14.9756,-1.03792,1
3,3,3.757,14.9009,-1.03705,1
4,4,3.80107,14.8264,-1.03594,1
5,5,3.84519,14.7519,-1.03464,1
6,6,3.88937,14.6775,-1.0332,1
7,7,3.93361,14.6033,-1.03166,1
8,8,3.97793,14.5293,-1.105,1
9,9,4.01868,14.4482,-1.0054,1
10,10,4.05058,14.3979,-0.98865,1
11,11,4.10062,14.3219,-0.980821,1
12,12,4.16,14.2332,-0.974506,1
