global_index,local_index,x,y,yaw,dir
0,0,3.625,15.125,-1.02862,1
1,1,3.67506,15.0419,-1.02862,1
2,2,3.72511,14.9588,-1.02862,1
3,3,3.77517,14.8757,-1.20956,1
4,4,3.80656,14.7926,-1.20956,1
5,5,3.83796,14.7095,-1.20956,1
6,6,3.86935,14.6264,-1.17016,1
7,7,3.90455,14.5433,-1.17016,1
8,8,3.93974,14.4602,-1.17016,1
9,9,3.97494,14.3771,-0.9223,1
10,10,4.02217,14.3148,-0.9223,1
11,11,4.0694,14.2525,-0.9223,1
12,12,4.11663,14.1902,-0.9223,1
